Analista,,,,,,,,,,
Fecha de inicio,13/02/2023 11:07 a. m.  GMT: 13/02/2023 05:07 p. m.,,,,,,,,,
Hoja de trabajo,SA000362-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,PATRON,0.487,,mg/L,2.1,0.0156,-0.0013,0.0157,0.0152,0.0157
,BLANCO,0.005,,mg/L,7.8,0.0002,0,0.0002,0.0001,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0002,0.0001,0.0004,-0.0001
,SA000318-007,0.1858,,mg/L,0.3,0.017,-0.0016,0.0171,0.017,0.017
,SA000318-008,0.0744,,mg/L,0.4,0.0068,-0.0018,0.0068,0.0067,0.0068
,SA000318-010,0.0073,,mg/L,36.2,0.0007,-0.0013,0.0009,0.0004,0.0006
,SA000318-011,0.0058,,mg/L,9.1,0.0005,-0.0013,0.0005,0.0005,0.0005
,SA000318-012,0.0896,,mg/L,3.9,0.0081,-0.0012,0.0078,0.0083,0.0083
,PATRON,0.4921,,mg/L,0.9,0.0157,-0.0016,0.0159,0.0156,0.0156
,SA000318-014,0.1664,,mg/L,0.7,0.0152,-0.0012,0.0151,0.0153,0.0153
,SA000318-015,0.0665,,mg/L,0.9,0.006,-0.0013,0.0061,0.0061,0.006
,SA000340-007,0.1199,,mg/L,2.4,0.0109,-0.0012,0.0109,0.0107,0.0112
,SA000344-004,0.004,,mg/L,22.2,0.0004,-0.0012,0.0005,0.0003,0.0003
,SA000345-020,0.04,,mg/L,3.5,0.0036,-0.0012,0.0037,0.0036,0.0035
,PATRON,0.494,,mg/L,2,0.0158,-0.0015,0.0161,0.0155,0.0157
,BLANCO,0.0042,,mg/L,>100,0.0001,-0.0003,0.0001,0,0.0003
,BLANCO REACTIVO,0,,mg/L,33.4,0.0002,0,0.0001,0.0002,0.0002
,SA000345-028,0.0272,,mg/L,7.7,0.0025,-0.0013,0.0026,0.0022,0.0026
,PATRON,0.4892,,mg/L,0.8,0.0156,-0.0019,0.0155,0.0157,0.0156
,BLANCO,0.0042,,mg/L,97.6,0.0001,-0.0004,0,0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,22.2,0.0002,-0.0001,0.0003,0.0003,0.0002
