Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.143
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.14
Columna #1,Au 242.80,0.05
Columna #2,Au 242.80,0.053
Columna #3,Au 242.80,0.032
Columna #4,Au 242.80,0.02
Columna #5,Au 242.80,0.005
Celda # 11-A,Au 242.80,0.028
Celda # 11-B,Au 242.80,0.118
Celda # 11-C,Au 242.80,0.024
Celda #5-9,Au 242.80,0.024
Celda #(F1+F2),Au 242.80,0.149
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.176
NE Tubo 4,Au 242.80,0.084
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.026
NE Tubo 7,Au 242.80,0.198
Puntual Noroeste,Au 242.80,0.153
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.189
Especial 1,Au 242.80,0.082
Especial 2,Au 242.80,0.099
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.065
