Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.573
Comp. Cola Columna,Ag 328.07,0.222
Barren,Ag 328.07,0.346
Cabeza puntual retorno,Ag 328.07,0.569
Columna #1,Ag 328.07,0.48
Columna #2,Ag 328.07,0.417
Columna #3,Ag 328.07,0.331
Columna #4,Ag 328.07,0.262
Columna #5,Ag 328.07,0.205
Celda # 11-A,Ag 328.07,0.036
Celda # 11-B,Ag 328.07,0.179
Celda # 11-C,Ag 328.07,0.045
Celda #5-9,Ag 328.07,0.057
Celda #(F1+F2),Ag 328.07,0.799
NE Tubo 1,Ag 328.07,3.447
NE Tubo 2,Ag 328.07,0.535
NE Tubo 4,Ag 328.07,0.056
NE Tubo 5,Ag 328.07,0.095
NE Tubo 6,Ag 328.07,0.036
NE Tubo 7,Ag 328.07,0.177
Puntual Noroeste,Ag 328.07,0.347
Tubo 3,Ag 328.07,0.259
Especial 1,Ag 328.07,0.246
Especial 2,Ag 328.07,0.053
Especial 3,Ag 328.07,0.051
Especial 4,Ag 328.07,0.041
Especial 5,Ag 328.07,0.206
