Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.09
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.9
Celda # 11-A,Au 242.80,0.005
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.052
Celda #(F1+F2),Au 242.80,0.09
NE Tubo 1,Au 242.80,0.013
NE Tubo 2,Au 242.80,0.157
NE Tubo 4,Au 242.80,0.062
NE Tubo 5,Au 242.80,0.046
NE Tubo 6,Au 242.80,0.015
NE Tubo 7,Au 242.80,0.013
Puntual Noroeste,Au 242.80,0.072
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.064
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.019
Especial 5,Au 242.80,0.034
Especial 6,Au 242.80,0.002
Columna #1,Au 242.80,0.058
Columna #2,Au 242.80,0.032
Columna #3,Au 242.80,0.028
Columna #4,Au 242.80,0.012
Columna #5,Au 242.80,0.004
