"Analyst",""
"Date Started","9/12/2024 5:45 PM  GMT: 9/13/2024 12:45 AM"
"Worksheet","EXP000020-RE_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"9/12/2024","5:51:36 PM","BLANCO",0.0746,"","mg/L"
"9/12/2024","5:51:52 PM","REAGENT BLANK",0.0000,"","mg/L"
"9/12/2024","5:52:10 PM","EXP00000-007",0.2660,"","mg/L"
"9/12/2024","5:52:24 PM","EXP00000-008",0.3002,"","mg/L"
"9/12/2024","5:53:08 PM","EXP00000-012",0.1811,"","mg/L"
"9/12/2024","5:53:24 PM","EXP00000-014",0.1280,"","mg/L"
"9/12/2024","5:53:40 PM","PATRON",0.9091,"","mg/L"
"9/12/2024","5:53:54 PM","EXP00000-015",0.0586,"","mg/L"
"9/12/2024","5:54:08 PM","PATRON",0.8982,"","mg/L"
"9/12/2024","5:54:22 PM","BLANCO",0.0660,"","mg/L"
"9/12/2024","5:54:34 PM","REAGENT BLANK",0.0000,"","mg/L"
"9/12/2024","5:56:28 PM","PATRON",0.9117,"","mg/L"
"9/12/2024","5:56:58 PM","EXP00000-010",0.2639,"","mg/L"
"9/12/2024","6:00:08 PM","EXP00000-011",0.2761,"","mg/L"
"9/12/2024","6:00:08 PM","LC001071-011","","","mg/L"

"Method: Au AU ALTO (Flame)"

