Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.153
Cabeza puntual retorno,Au 242.80,0.151
Celda #(F1+F2),Au 242.80,0.157
Puntual Noroeste,Au 242.80,0.166
Tubo 3,Au 242.80,0.205
Celda # 11-A,Au 242.80,0.115
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.013
Celda #5-9,Au 242.80,0.023
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.178
NE Tubo 4,Au 242.80,0.141
NE Tubo 5,Au 242.80,0.13
NE Tubo 6,Au 242.80,0.209
NE Tubo 7,Au 242.80,0.057
Barren Patios,Au 242.80,0.022
Especial 1,Au 242.80,0.034
Especial 2,Au 242.80,0.067
Especial 3,Au 242.80,0.225
Especial 4,Au 242.80,0.221
Especial 5,Au 242.80,0.064
Comp. Cola Columna,Au 242.80,0.017
Barren,Au 242.80,0.02
Columna #1,Au 242.80,0.114
Columna #2,Au 242.80,0.081
Columna #3,Au 242.80,0.053
Columna #4,Au 242.80,0.039
Columna #5,Au 242.80,0.016
