Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.079
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.019
Cabeza puntual retorno,Au 242.80,0.083
Celda # 11-A,Au 242.80,0.07
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.028
Celda # 6-F2,Au 242.80,0.074
Celda #5-9,Au 242.80,0.109
Celda #(F1+F2),Au 242.80,0.063
NE Tubo 1,Au 242.80,0.019
NE Tubo 2,Au 242.80,0.08
NE Tubo 4,Au 242.80,0.092
NE Tubo 5,Au 242.80,0.069
NE Tubo 6,Au 242.80,0.035
NE Tubo 7,Au 242.80,0.049
Puntual Noroeste,Au 242.80,0.06
Barren Patios,Au 242.80,0.02
Tubo 3,Au 242.80,0.039
Especial 1,Au 242.80,0.348
Especial 2,Au 242.80,0.214
Especial 3,Au 242.80,0.072
Especial 4,Au 242.80,0.16
Especial 5,Au 242.80,0.178
Especial 6,Au 242.80,0.014
