Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.062
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.063
Celda # 11-A,Au 242.80,0.031
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.005
Celda # 6-F2,Au 242.80,0.058
Celda #5-9,Au 242.80,0.031
Celda #(F1+F2),Au 242.80,0.076
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.08
NE Tubo 4,Au 242.80,0.019
NE Tubo 5,Au 242.80,0.038
NE Tubo 6,Au 242.80,0.209
NE Tubo 7,Au 242.80,0.086
Puntual Noroeste,Au 242.80,0.078
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.083
Especial 1,Au 242.80,0.073
Especial 2,Au 242.80,0.121
Especial 3,Au 242.80,0.059
Especial 4,Au 242.80,0.038
Especial 5,Au 242.80,0.097
Especial 6,Au 242.80,0.002
