Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.549
Comp. Cola Columna,Cu 324.75,0.577
Barren,Cu 324.75,0.513
Cabeza puntual retorno,Cu 324.75,0.549
Celda # 11-A,Cu 324.75,0.352
Celda # 11-B,Cu 324.75,0.192
Celda # 11-C,Cu 324.75,0.458
Celda # 6-F2,Cu 324.75,0.139
Celda #5-9,Cu 324.75,2.857
Celda #(F1+F2),Cu 324.75,0.507
NE Tubo 1,Cu 324.75,0.068
NE Tubo 2,Cu 324.75,0.23
NE Tubo 4,Cu 324.75,0.118
NE Tubo 5,Cu 324.75,0.744
NE Tubo 6,Cu 324.75,2.456
NE Tubo 7,Cu 324.75,1.656
Puntual Noroeste,Cu 324.75,0.489
Barren Patios,Cu 324.75,0.509
Tubo 3,Cu 324.75,0.321
Especial 1,Cu 324.75,0.117
Especial 2,Cu 324.75,0.084
Especial 3,Cu 324.75,0.132
Especial 4,Cu 324.75,0.123
Especial 5,Cu 324.75,0.246
Especial 6,Cu 324.75,0.111
