Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.762
Comp. Cola Columna,Cu 324.75,0.820
Barren,Cu 324.75,0.826
Cabeza puntual retorno,Cu 324.75,0.764
Celda # 11-A,Cu 324.75,0.166
Celda # 11-B,Cu 324.75,0.080
Celda # 11-C,Cu 324.75,0.097
Celda # 6-F2,Cu 324.75,0.051
Celda #5-9,Cu 324.75,0.632
Celda #(F1+F2),Cu 324.75,0.977
NE Tubo 1,Cu 324.75,0.066
NE Tubo 2,Cu 324.75,0.365
NE Tubo 4,Cu 324.75,0.076
NE Tubo 5,Cu 324.75,0.051
NE Tubo 6,Cu 324.75,0.082
NE Tubo 7,Cu 324.75,6.949
Puntual Noroeste,Cu 324.75,1.131
Barren Patios,Cu 324.75,0.834
Tubo 3,Cu 324.75,1.079
Especial 1,Cu 324.75,0.208
Especial 2,Cu 324.75,0.086
Especial 3,Cu 324.75,0.218
Especial 4,Cu 324.75,0.258
Especial 5,Cu 324.75,0.134
