Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.721
Comp. Cola Columna,Cu 324.75,0.801
Barren,Cu 324.75,0.86
Cabeza puntual retorno,Cu 324.75,0.727
Celda # 11-A,Cu 324.75,0.096
Celda # 11-B,Cu 324.75,0.038
Celda # 11-C,Cu 324.75,1.48
Celda #5-9,Cu 324.75,0.095
Celda #(F1+F2),Cu 324.75,0.652
NE Tubo 1,Cu 324.75,0.02
NE Tubo 2,Cu 324.75,0.108
NE Tubo 4,Cu 324.75,1.127
NE Tubo 5,Cu 324.75,0.556
NE Tubo 6,Cu 324.75,0.08
NE Tubo 7,Cu 324.75,1.97
Puntual Noroeste,Cu 324.75,0.672
Barren Patios,Cu 324.75,1.173
Tubo 3,Cu 324.75,0.165
Especial 1,Cu 324.75,0.047
Especial 2,Cu 324.75,0.092
Especial 3,Cu 324.75,0.129
Especial 4,Cu 324.75,0.053
Especial 5,Cu 324.75,0.028
Especial 6,Cu 324.75,0.047
Columna #1,Cu 324.75,0.685
Columna #2,Cu 324.75,0.695
Columna #3,Cu 324.75,0.702
Columna #4,Cu 324.75,0.695
Columna #5,Cu 324.75,0.695
