Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.568
Comp. Cola Columna,Cu 324.75,0.522
Barren,Cu 324.75,0.514
Cabeza puntual retorno,Cu 324.75,0.58
Celda # 11-A,Cu 324.75,1.105
Celda # 11-B,Cu 324.75,0.989
Celda # 11-C,Cu 324.75,0.44
Celda # 6-F2,Cu 324.75,0.092
Celda #5-9,Cu 324.75,2.139
Celda #(F1+F2),Cu 324.75,0.425
NE Tubo 1,Cu 324.75,0.057
NE Tubo 2,Cu 324.75,0.354
NE Tubo 4,Cu 324.75,0.126
NE Tubo 5,Cu 324.75,0.276
NE Tubo 6,Cu 324.75,0.436
NE Tubo 7,Cu 324.75,0.924
Puntual Noroeste,Cu 324.75,0.38
Barren Patios,Cu 324.75,0.559
Tubo 3,Cu 324.75,0.369
Especial 1,Cu 324.75,0.113
Especial 2,Cu 324.75,0.084
Especial 3,Cu 324.75,0.096
Especial 4,Cu 324.75,0.101
Especial 5,Cu 324.75,0.246
Especial 6,Cu 324.75,0.082
