Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.240
Cabeza puntual retorno,Cu 324.75,0.108
Celda #(F1+F2),Cu 324.75,0.264
Puntual Noroeste,Cu 324.75,0.266
Tubo 3,Cu 324.75,0.303
Comp. Cola Columna,Cu 324.75,0.277
Barren,Cu 324.75,0.294
Celda # 11-A,Cu 324.75,0.048
Celda # 11-B,Cu 324.75,0.062
Celda # 11-C,Cu 324.75,0.102
Celda # 6-F2,Cu 324.75,0.253
Celda #5-9,Cu 324.75,0.223
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.043
NE Tubo 4,Cu 324.75,0.082
NE Tubo 5,Cu 324.75,0.054
NE Tubo 6,Cu 324.75,0.032
NE Tubo 7,Cu 324.75,1.041
Barren Patios,Cu 324.75,0.288
Especial 1,Cu 324.75,0.023
Especial 2,Cu 324.75,0.014
Especial 3,Cu 324.75,0.187
Especial 4,Cu 324.75,0.190
Especial 5,Cu 324.75,0.033
