Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,5.357
Comp. Cola Columna,Cu 324.75,5.294
Barren,Cu 324.75,5.321
Cabeza puntual retorno,Cu 324.75,5.352
Celda # 11-A,Cu 324.75,1.44
Celda # 11-B,Cu 324.75,0.628
Celda # 11-C,Cu 324.75,0.839
Celda # 6-F2,Cu 324.75,0.171
Celda #5-9,Cu 324.75,0.655
Celda #(F1+F2),Cu 324.75,5.574
NE Tubo 1,Cu 324.75,0.015
NE Tubo 2,Cu 324.75,0.02
NE Tubo 4,Cu 324.75,0.675
NE Tubo 5,Cu 324.75,5.565
NE Tubo 6,Cu 324.75,1.88
NE Tubo 7,Cu 324.75,18.53
Puntual Noroeste,Cu 324.75,6.132
Barren Patios,Cu 324.75,5.382
Tubo 3,Cu 324.75,4.721
Especial 1,Cu 324.75,0.091
Especial 2,Cu 324.75,0.022
Especial 3,Cu 324.75,0.161
Especial 4,Cu 324.75,0.926
Especial 5,Cu 324.75,0.042
Especial 6,Cu 324.75,0.156
Pileta Patio,Cu 324.75,0.349
