Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.796
Comp. Cola Columna,Cu 324.75,1.641
Barren,Cu 324.75,1.63
Cabeza puntual retorno,Cu 324.75,1.625
Celda # 11-A,Cu 324.75,0.755
Celda # 11-B,Cu 324.75,0.134
Celda # 11-C,Cu 324.75,0.094
Celda # 6-F2,Cu 324.75,0.081
Celda #5-9,Cu 324.75,1.949
Celda #(F1+F2),Cu 324.75,1.966
NE Tubo 1,Cu 324.75,0.073
NE Tubo 2,Cu 324.75,0.104
NE Tubo 4,Cu 324.75,1.12
NE Tubo 5,Cu 324.75,0.279
NE Tubo 6,Cu 324.75,0.975
NE Tubo 7,Cu 324.75,6.82
Puntual Noroeste,Cu 324.75,2.005
Barren Patios,Cu 324.75,1.6
Tubo 3,Cu 324.75,2.828
Especial 1,Cu 324.75,0.521
Especial 2,Cu 324.75,0.138
Especial 3,Cu 324.75,0.156
Especial 4,Cu 324.75,0.359
Especial 5,Cu 324.75,0.266
