Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.055
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.056
Celda # 11-A,Au 242.80,0.101
Celda # 11-B,Au 242.80,0.04
Celda # 11-C,Au 242.80,0.007
Celda #5-9,Au 242.80,0.075
Celda #(F1+F2),Au 242.80,0.046
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.078
NE Tubo 4,Au 242.80,0.03
NE Tubo 5,Au 242.80,0.022
NE Tubo 6,Au 242.80,0.015
NE Tubo 7,Au 242.80,0.024
Barren Patios,Au 242.80,0.008
Puntual Noroeste,Au 242.80,0.045
Tubo 3,Au 242.80,0.048
Especial 1,Au 242.80,0.08
Especial 2,Au 242.80,0.086
Especial 3,Au 242.80,0.073
Especial 4,Au 242.80,0.024
Especial 5,Au 242.80,0.08
Especial 6,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.009
