Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.878
Comp. Cola Columna,Cu 324.75,0.85
Barren,Cu 324.75,0.93
Cabeza puntual retorno,Cu 324.75,0.839
Celda # 11-A,Cu 324.75,0.26
Celda # 11-B,Cu 324.75,0.084
Celda # 11-C,Cu 324.75,0.072
Celda # 6-F2,Cu 324.75,0.053
Celda #5-9,Cu 324.75,0.874
Celda #(F1+F2),Cu 324.75,0.941
NE Tubo 1,Cu 324.75,0.049
NE Tubo 2,Cu 324.75,0.251
NE Tubo 4,Cu 324.75,0.094
NE Tubo 5,Cu 324.75,0.05
NE Tubo 6,Cu 324.75,0.055
NE Tubo 7,Cu 324.75,8.341
Puntual Noroeste,Cu 324.75,1.092
BARREN PATIOS,Cu 324.75,0.879
Tubo 3,Cu 324.75,0.966
Especial 1,Cu 324.75,0.296
Especial 2,Cu 324.75,0.058
Especial 3,Cu 324.75,0.181
Especial 4,Cu 324.75,0.229
Especial 5,Cu 324.75,0.112
Especial 6,Cu 324.75,0.038
