Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.044
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.046
Columna #1,Au 242.80,0.035
Columna #2,Au 242.80,0.032
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.004
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.01
Celda #5-9,Au 242.80,0.02
Celda #(F1+F2),Au 242.80,0.05
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.031
NE Tubo 4,Au 242.80,0.01
NE Tubo 5,Au 242.80,0.006
NE Tubo 6,Au 242.80,0.077
NE Tubo 7,Au 242.80,0.13
Puntual Noroeste,Au 242.80,0.059
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.073
Especial 1,Au 242.80,0.143
Especial 2,Au 242.80,0.162
Especial 3,Au 242.80,0.058
Especial 4,Au 242.80,0.029
Especial 5,Au 242.80,0.136
Especial 6,Au 242.80,0.006
