Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.472
Comp. Cola Columna,Cu 324.75,1.401
Barren,Cu 324.75,1.299
Cabeza puntual retorno,Cu 324.75,1.466
Celda # 11-A,Cu 324.75,0.625
Celda # 11-B,Cu 324.75,0.163
Celda # 11-C,Cu 324.75,0.116
Celda # 6-F2,Cu 324.75,0.158
Celda #5-9,Cu 324.75,2.373
Celda #(F1+F2),Cu 324.75,0.985
NE Tubo 1,Cu 324.75,0.082
NE Tubo 2,Cu 324.75,0.212
NE Tubo 4,Cu 324.75,0.123
NE Tubo 5,Cu 324.75,0.056
NE Tubo 6,Cu 324.75,0.044
NE Tubo 7,Cu 324.75,0.279
Puntual Noroeste,Cu 324.75,0.950
Barren Patios,Cu 324.75,1.102
Tubo 3,Cu 324.75,1.553
Especial 1,Cu 324.75,3.351
Especial 2,Cu 324.75,0.131
Especial 3,Cu 324.75,0.641
Especial 4,Cu 324.75,1.705
Especial 5,Cu 324.75,1.215
