Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.081
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.082
Columna #1,Au 242.80,0.065
Columna #2,Au 242.80,0.05
Columna #3,Au 242.80,0.047
Columna #4,Au 242.80,0.027
Columna #5,Au 242.80,0.01
Celda # 11-A,Au 242.80,0.082
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.019
Celda #5-9,Au 242.80,0.119
Celda #(F1+F2),Au 242.80,0.063
NE Tubo 1,Au 242.80,0.018
NE Tubo 2,Au 242.80,0.087
NE Tubo 4,Au 242.80,0.089
NE Tubo 5,Au 242.80,0.057
NE Tubo 6,Au 242.80,0.044
NE Tubo 7,Au 242.80,0.035
Puntual Noroeste,Au 242.80,0.067
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.043
Especial 1,Au 242.80,0.32
Especial 2,Au 242.80,0.196
Especial 3,Au 242.80,0.084
Especial 4,Au 242.80,0.172
Especial 5,Au 242.80,0.157
