Sample ID,Analyte Name,Reported Conc (Samp)
LC-005,Fe,0.064
LC-006,Fe,0.065
LC-007,Fe,0.067
LC-005,Cu,12.43
LC-006,Cu,12.2
LC-007,Cu,12.16
