Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.613
Cabeza puntual retorno,Cu 324.75,0.468
Celda #(F1+F2),Cu 324.75,0.486
Puntual Noroeste,Cu 324.75,0.290
Tubo 3,Cu 324.75,0.158
Comp. Cola Columna,Cu 324.75,0.361
Barren,Cu 324.75,0.537
Celda # 11-A,Cu 324.75,0.174
Celda # 11-B,Cu 324.75,0.258
Celda # 11-C,Cu 324.75,0.043
Celda #5-9,Cu 324.75,0.302
NE Tubo 1,Cu 324.75,0.011
NE Tubo 2,Cu 324.75,2.867
NE Tubo 4,Cu 324.75,0.056
NE Tubo 5,Cu 324.75,0.010
NE Tubo 6,Cu 324.75,0.022
NE Tubo 7,Cu 324.75,0.189
Barren Patios,Cu 324.75,0.552
Especial 1,Cu 324.75,0.051
Especial 2,Cu 324.75,0.051
Especial 3,Cu 324.75,0.102
Especial 4,Cu 324.75,0.108
Especial 5,Cu 324.75,0.072
Columna #1,Cu 324.75,0.484
Columna #2,Cu 324.75,0.497
Columna #3,Cu 324.75,0.516
Columna #4,Cu 324.75,0.540
Columna #5,Cu 324.75,0.530
