Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.820
Cabeza puntual retorno,Cu 324.75,0.831
Celda #(F1+F2),Cu 324.75,0.877
Puntual Noroeste,Cu 324.75,0.321
Tubo 3,Cu 324.75,0.039
Comp. Cola Columna,Cu 324.75,0.963
Barren,Cu 324.75,0.921
Celda # 11-A,Cu 324.75,0.069
Celda # 11-B,Cu 324.75,0.063
Celda # 11-C,Cu 324.75,0.102
Celda #5-9,Cu 324.75,0.034
NE Tubo 1,Cu 324.75,7.457
NE Tubo 2,Cu 324.75,0.544
NE Tubo 4,Cu 324.75,0.050
NE Tubo 5,Cu 324.75,0.025
NE Tubo 6,Cu 324.75,0.111
NE Tubo 7,Cu 324.75,0.819
Barren Patios,Cu 324.75,0.795
Especial 1,Cu 324.75,0.053
Especial 2,Cu 324.75,0.095
Especial 3,Cu 324.75,0.058
Especial 4,Cu 324.75,0.065
Especial 5,Cu 324.75,0.819
Columna #1,Cu 324.75,0.796
Columna #2,Cu 324.75,0.800
Columna #3,Cu 324.75,0.845
Columna #4,Cu 324.75,0.828
Columna #5,Cu 324.75,0.825
