Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.242
Comp. Cola Columna,Cu 324.75,0.761
Barren,Cu 324.75,0.684
Cabeza puntual retorno,Cu 324.75,1.204
Celda # 11-A,Cu 324.75,10.78
Celda # 11-B,Cu 324.75,0.340
Celda # 11-C,Cu 324.75,0.348
Celda # 6-F2,Cu 324.75,0.195
Celda #5-9,Cu 324.75,0.125
Celda #(F1+F2),Cu 324.75,0.796
NE Tubo 1,Cu 324.75,0.120
NE Tubo 2,Cu 324.75,1.102
NE Tubo 4,Cu 324.75,0.693
NE Tubo 5,Cu 324.75,0.256
NE Tubo 6,Cu 324.75,1.214
NE Tubo 7,Cu 324.75,0.486
Puntual Noroeste,Cu 324.75,0.741
Barren Patios,Cu 324.75,0.548
Tubo 3,Cu 324.75,0.820
Especial 1,Cu 324.75,0.309
Especial 2,Cu 324.75,0.105
Especial 3,Cu 324.75,0.302
Especial 4,Cu 324.75,0.612
Especial 5,Cu 324.75,0.136
