Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza,Au 242.80,0.098
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.001
Cabeza puntual retorno,Au 242.80,0.099
Celda # 11-A,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.052
Celda #(F1+F2),Au 242.80,0.112
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.094
NE Tubo 4,Au 242.80,0.078
NE Tubo 5,Au 242.80,0.198
NE Tubo 6,Au 242.80,0.224
NE Tubo 7,Au 242.80,0.051
Puntual Noroeste,Au 242.80,0.123
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.117
Especial 1,Au 242.80,0.104
Especial 2,Au 242.80,0.075
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.039
Especial 5,Au 242.80,0.064
Columna #1,Au 242.80,0.082
Columna #2,Au 242.80,0.051
Columna #3,Au 242.80,0.038
Columna #4,Au 242.80,0.022
Columna #5,Au 242.80,0.009
