Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.078
Columna #2,Au 242.80,0.048
Columna #3,Au 242.80,0.028
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.013
Comp. Cabeza Columna,Au 242.80,0.092
Cabeza puntual retorno,Au 242.80,0.092
Celda #5-9,Au 242.80,0.062
Celda #(F1+F2),Au 242.80,0.098
Especial 1,Au 242.80,0.059
Especial 2,Au 242.80,0.06
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.014
Especial 5,Au 242.80,0.074
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.013
Celda # 11-A,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.055
NE Tubo 4,Au 242.80,0.143
NE Tubo 5,Au 242.80,0.131
NE Tubo 6,Au 242.80,0.028
NE Tubo 7,Au 242.80,0.064
Puntual Noroeste,Au 242.80,0.089
Tubo 3,Au 242.80,0.088
NE Tubo 1,Au 242.80,0.001
Barren Patios,Au 242.80,0.008
