Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.165
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.131
Columna #1,Au 242.80,0.167
Columna #2,Au 242.80,0.128
Columna #3,Au 242.80,0.194
Columna #4,Au 242.80,0.149
Columna #5,Au 242.80,0.029
Celda # 11-A,Au 242.80,0.119
Celda # 11-B,Au 242.80,0.068
Celda # 11-C,Au 242.80,0.084
Celda #5-9,Au 242.80,0.033
Celda #(F1+F2),Au 242.80,0.173
NE Tubo 1,Au 242.80,0.016
NE Tubo 2,Au 242.80,0.097
NE Tubo 4,Au 242.80,0.267
NE Tubo 5,Au 242.80,0.229
NE Tubo 6,Au 242.80,0.119
NE Tubo 7,Au 242.80,0.125
Puntual Noroeste,Au 242.80,0.2
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.296
Especial 1,Au 242.80,0.04
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.203
Especial 4,Au 242.80,0.206
Especial 5,Au 242.80,0.028
