Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.043
Cabeza puntual retorno,Au 242.80,0.042
Celda #(F1+F2),Au 242.80,0.043
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.013
Celda # 11-A,Au 242.80,0.018
Celda # 11-B,Au 242.80,0.016
Celda # 11-C,Au 242.80,0.036
Celda #5-9,Au 242.80,0.027
NE Tubo 1,Au 242.80,0.079
NE Tubo 2,Au 242.80,0.023
NE Tubo 4,Au 242.80,0.016
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.036
NE Tubo 7,Au 242.80,0.034
Puntual Noroeste,Au 242.80,0.043
Barren Patios,Au 242.80,0.002
Tubo 3,Au 242.80,0.058
Especial 1,Au 242.80,0.039
Especial 2,Au 242.80,0.046
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.069
Columna #1,Au 242.80,0.031
Columna #2,Au 242.80,0.023
Columna #3,Au 242.80,0.017
Columna #4,Au 242.80,0.011
Columna #5,Au 242.80,0.008
