Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.825
Comp. Cola Columna,Cu 324.75,0.676
Barren,Cu 324.75,0.602
Cabeza puntual retorno,Cu 324.75,0.783
Celda # 11-A,Cu 324.75,0.563
Celda # 11-B,Cu 324.75,0.092
Celda # 11-C,Cu 324.75,0.011
Celda # 6-F2,Cu 324.75,0.031
Celda #5-9,Cu 324.75,0.039
Celda #(F1+F2),Cu 324.75,0.819
NE Tubo 2,Cu 324.75,0.278
NE Tubo 4,Cu 324.75,0.108
NE Tubo 5,Cu 324.75,0.113
NE Tubo 6,Cu 324.75,0.154
NE Tubo 7,Cu 324.75,1.688
Puntual Noroeste,Cu 324.75,0.817
Barren Patios,Cu 324.75,0.578
Tubo 3,Cu 324.75,1.71
Especial 1,Cu 324.75,0.097
Especial 2,Cu 324.75,0.032
Especial 3,Cu 324.75,0.029
Especial 4,Cu 324.75,1.056
Especial 5,Cu 324.75,0.058
