Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,11.34
Comp. Cola Columna,Cu 324.75,12.33
Barren,Cu 324.75,10.74
Cabeza puntual retorno,Cu 324.75,11.36
Celda # 11-A,Cu 324.75,44.79
Celda # 11-B,Cu 324.75,31.84
Celda # 11-C,Cu 324.75,3.104
Celda #5-9,Cu 324.75,0.104
Celda #(F1+F2),Cu 324.75,1.08
NE Tubo 1,Cu 324.75,1.208
NE Tubo 2,Cu 324.75,1.415
NE Tubo 4,Cu 324.75,1.055
NE Tubo 5,Cu 324.75,2.728
NE Tubo 6,Cu 324.75,0.246
NE Tubo 7,Cu 324.75,0.512
Puntual Noroeste,Cu 324.75,1.006
Barren Patios,Cu 324.75,8.857
Tubo 3,Cu 324.75,0.846
Especial 1,Cu 324.75,0.049
Especial 2,Cu 324.75,0.011
Especial 3,Cu 324.75,0.062
Especial 4,Cu 324.75,0.04
Especial 5,Cu 324.75,0.001
Especial 6,Cu 324.75,0.01
Columna #1,Cu 324.75,10.01
Columna #2,Cu 324.75,10.17
Columna #3,Cu 324.75,10.56
Columna #4,Cu 324.75,10.29
Columna #5,Cu 324.75,10.26
