Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.358
Comp. Cola Columna,Cu 324.75,0.414
Barren,Cu 324.75,0.375
Cabeza puntual retorno,Cu 324.75,0.537
Celda # 11-A,Cu 324.75,0.054
Celda # 11-B,Cu 324.75,0.054
Celda # 11-C,Cu 324.75,0.037
Celda # 6-F2,Cu 324.75,0.077
Celda #5-9,Cu 324.75,0.028
Celda #(F1+F2),Cu 324.75,0.567
NE Tubo 1,Cu 324.75,1.622
NE Tubo 2,Cu 324.75,0.105
NE Tubo 4,Cu 324.75,0.39
NE Tubo 5,Cu 324.75,0.023
NE Tubo 6,Cu 324.75,0.015
NE Tubo 7,Cu 324.75,5.764
Puntual Noroeste,Cu 324.75,0.794
Barren Patios,Cu 324.75,0.36
Tubo 3,Cu 324.75,0.624
Especial 1,Cu 324.75,0.047
Especial 2,Cu 324.75,0.04
Especial 3,Cu 324.75,0.049
Especial 4,Cu 324.75,0.038
Especial 5,Cu 324.75,0.04
