Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.677
Comp. Cola Columna,Cu 324.75,0.676
Barren,Cu 324.75,0.633
Cabeza puntual retorno,Cu 324.75,0.706
Celda # 11-A,Cu 324.75,0.399
Celda # 11-B,Cu 324.75,0.369
Celda # 11-C,Cu 324.75,1.362
Celda # 6-F2,Cu 324.75,0.09
Celda #5-9,Cu 324.75,2.235
Celda #(F1+F2),Cu 324.75,0.616
NE Tubo 1,Cu 324.75,0.019
NE Tubo 2,Cu 324.75,0.047
NE Tubo 4,Cu 324.75,0.034
NE Tubo 5,Cu 324.75,0.011
NE Tubo 6,Cu 324.75,0.022
NE Tubo 7,Cu 324.75,0.489
Puntual Noroeste,Cu 324.75,0.563
Barren Patios,Cu 324.75,0.471
Tubo 3,Cu 324.75,1.289
Especial 1,Cu 324.75,0.282
Especial 2,Cu 324.75,0.044
Especial 3,Cu 324.75,0.032
Especial 4,Cu 324.75,0.084
Especial 5,Cu 324.75,0.159
Especial 6,Cu 324.75,0.003
