Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.045
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.046
Celda # 11-A,Au 242.80,0.044
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.006
Celda # 6-F2,Au 242.80,0.072
Celda #5-9,Au 242.80,0.029
Celda #(F1+F2),Au 242.80,0.044
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.031
NE Tubo 4,Au 242.80,0.014
NE Tubo 5,Au 242.80,0.001
NE Tubo 6,Au 242.80,0.061
NE Tubo 7,Au 242.80,0.126
Puntual Noroeste,Au 242.80,0.045
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.075
Especial 1,Au 242.80,0.136
Especial 2,Au 242.80,0.157
Especial 3,Au 242.80,0.052
Especial 4,Au 242.80,0.037
Especial 5,Au 242.80,0.13
