Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.304
Comp. Cola Columna,Cu 324.75,2.319
Barren,Cu 324.75,2.328
Cabeza puntual retorno,Cu 324.75,2.306
Celda # 11-A,Cu 324.75,0.451
Celda # 11-B,Cu 324.75,0.018
Celda # 11-C,Cu 324.75,0.011
Celda #5-9,Cu 324.75,2.276
Celda #(F1+F2),Cu 324.75,2.482
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.189
NE Tubo 4,Cu 324.75,1.785
NE Tubo 5,Cu 324.75,5.55
NE Tubo 6,Cu 324.75,7.599
NE Tubo 7,Cu 324.75,0.724
Puntual Noroeste,Cu 324.75,2.403
Barren Patios,Cu 324.75,2.195
Tubo 3,Cu 324.75,1.643
Especial 1,Cu 324.75,0.062
Especial 2,Cu 324.75,0.024
Especial 3,Cu 324.75,0.52
Especial 4,Cu 324.75,2.899
Especial 5,Cu 324.75,0.095
Especial 6,Cu 324.75,0.01
Columna #1,Cu 324.75,2.22
Columna #2,Cu 324.75,2.289
Columna #3,Cu 324.75,2.354
Columna #4,Cu 324.75,2.368
Columna #5,Cu 324.75,2.309
