Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.916
Comp. Cola Columna,Cu 324.75,0.847
Barren,Cu 324.75,0.868
Cabeza puntual retorno,Cu 324.75,0.875
Columna #1,Cu 324.75,0.818
Columna #2,Cu 324.75,0.804
Columna #3,Cu 324.75,0.801
Columna #4,Cu 324.75,0.803
Columna #5,Cu 324.75,0.784
Celda # 11-A,Cu 324.75,0.296
Celda # 11-B,Cu 324.75,0.109
Celda # 11-C,Cu 324.75,0.091
Celda #5-9,Cu 324.75,0.928
Celda #(F1+F2),Cu 324.75,0.895
NE Tubo 1,Cu 324.75,0.057
NE Tubo 2,Cu 324.75,0.165
NE Tubo 4,Cu 324.75,0.261
NE Tubo 5,Cu 324.75,0.127
NE Tubo 6,Cu 324.75,0.133
NE Tubo 7,Cu 324.75,7.246
Puntual Noroeste,Cu 324.75,1.01
Barren Patios,Cu 324.75,0.933
Tubo 3,Cu 324.75,0.826
Especial 1,Cu 324.75,0.301
Especial 2,Cu 324.75,0.178
Especial 3,Cu 324.75,0.202
Especial 4,Cu 324.75,0.397
Especial 5,Cu 324.75,0.284
