Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.106
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.003
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.006
Celda #5-9,Au 242.80,0.033
Celda #(F1+F2),Au 242.80,0.107
NE Tubo 1,Au 242.80,0.027
NE Tubo 2,Au 242.80,0.19
NE Tubo 4,Au 242.80,0.12
NE Tubo 5,Au 242.80,0.109
NE Tubo 6,Au 242.80,0.024
NE Tubo 7,Au 242.80,0.035
Puntual Noroeste,Au 242.80,0.101
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.065
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.005
Especial 5,Au 242.80,0.043
Especial 6,Au 242.80,0.006
Columna #1,Au 242.80,0.056
Columna #2,Au 242.80,0.034
Columna #3,Au 242.80,0.012
Columna #4,Au 242.80,0.006
Columna #5,Au 242.80,0.003
