Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.109
Cabeza puntual retorno,Au 242.80,0.107
Tubo 6,Au 242.80,0.245
Celda #(F1+F2),Au 242.80,0.112
Tubo 3,Au 242.80,0.122
Puntual Noroeste,Au 242.80,0.117
Especial 1,Au 242.80,0.076
Especial 2,Au 242.80,0.08
Especial 3,Au 242.80,0.019
Especial 4,Au 242.80,0.025
Especial 5,Au 242.80,0.082
Especial 6,Au 242.80,0.008
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.005
Celda #5-9,Au 242.80,0.056
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.107
NE Tubo 4,Au 242.80,0.066
NE Tubo 5,Au 242.80,0.106
NE Tubo 7,Au 242.80,0.048
Barren Patios,Au 242.80,0.005
Columna #1,Au 242.80,0.107
Columna #2,Au 242.80,0.079
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.011
Columna #5,Au 242.80,0.009
