Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,2.723
Columna #2,Cu 324.75,2.661
Columna #3,Cu 324.75,2.654
Columna #4,Cu 324.75,2.635
Columna #5,Cu 324.75,2.635
Comp. Cabeza Columna,Cu 324.75,2.620
Comp. Cola Columna,Cu 324.75,2.567
Barren,Cu 324.75,2.503
Cabeza puntual retorno,Cu 324.75,2.589
Celda # 11-A,Cu 324.75,0.568
Celda # 11-B,Cu 324.75,0.005
Celda # 11-C,Cu 324.75,0.029
Celda #5-9,Cu 324.75,2.606
Celda #(F1+F2),Cu 324.75,2.812
NE Tubo 1,Cu 324.75,0.009
NE Tubo 2,Cu 324.75,0.087
NE Tubo 4,Cu 324.75,2.020
NE Tubo 5,Cu 324.75,10.92
NE Tubo 6,Cu 324.75,6.252
NE Tubo 7,Cu 324.75,0.853
Puntual Noroeste,Cu 324.75,2.661
Barren Patios,Cu 324.75,2.328
Tubo 3,Cu 324.75,1.929
Especial 1,Cu 324.75,0.304
Especial 2,Cu 324.75,0.025
Especial 3,Cu 324.75,0.938
Especial 4,Cu 324.75,3.294
Especial 5,Cu 324.75,0.181
