Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.182
Comp. Cola Columna,Au 242.80,0.028
Barren,Au 242.80,0.035
Cabeza puntual retorno,Au 242.80,0.188
Celda # 11-A,Au 242.80,0.197
Celda # 11-B,Au 242.80,0.218
Celda # 11-C,Au 242.80,0.126
Celda #5-9,Au 242.80,0.006
Celda #(F1+F2),Au 242.80,0.172
NE Tubo 1,Au 242.80,0.139
NE Tubo 2,Au 242.80,0.151
NE Tubo 4,Au 242.80,0.214
NE Tubo 5,Au 242.80,0.209
NE Tubo 6,Au 242.80,0.102
NE Tubo 7,Au 242.80,0.255
Puntual Noroeste,Au 242.80,0.165
Barren Patios,Au 242.80,0.027
Tubo 3,Au 242.80,0.143
Especial 1,Au 242.80,0.035
Especial 2,Au 242.80,0.025
Especial 3,Au 242.80,0.006
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.012
Sample029,Au 242.80,0.002
Columna #1,Au 242.80,0.112
Columna #2,Au 242.80,0.084
Columna #3,Au 242.80,0.056
Columna #4,Au 242.80,0.049
Columna #5,Au 242.80,0.03
