Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,6.148
Comp. Cola Columna,Cu 324.75,6.386
Barren,Cu 324.75,6.187
Cabeza puntual retorno,Cu 324.75,6.017
Celda # 11-A,Cu 324.75,3.747
Celda # 11-B,Cu 324.75,0.232
Celda # 11-C,Cu 324.75,0.762
Celda # 6-F2,Cu 324.75,0.132
Celda #5-9,Cu 324.75,6.694
Celda #(F1+F2),Cu 324.75,6.139
NE Tubo 1,Cu 324.75,0.124
NE Tubo 2,Cu 324.75,0.153
NE Tubo 4,Cu 324.75,1.666
NE Tubo 5,Cu 324.75,0.568
NE Tubo 6,Cu 324.75,0.55
NE Tubo 7,Cu 324.75,19.58
Puntual Noroeste,Cu 324.75,6.993
Barren Patios,Cu 324.75,5.689
Tubo 3,Cu 324.75,5.113
Especial 1,Cu 324.75,0.34
Especial 2,Cu 324.75,0.165
Especial 3,Cu 324.75,0.325
Especial 4,Cu 324.75,1.3
Especial 5,Cu 324.75,0.207
Especial 6,Cu 324.75,0.15
Pileta Patio,Cu 324.75,0.56
