Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.26
Comp. Cola Columna,Cu 324.75,0.511
Barren,Cu 324.75,0.619
Cabeza puntual retorno,Cu 324.75,0.548
Celda # 11-A,Cu 324.75,0.16
Celda # 11-B,Cu 324.75,0.075
Celda # 11-C,Cu 324.75,0.069
Celda # 6-F2,Cu 324.75,0.005
Celda #5-9,Cu 324.75,0.406
Celda #(F1+F2),Cu 324.75,0.724
NE Tubo 1,Cu 324.75,0.056
NE Tubo 2,Cu 324.75,0.115
NE Tubo 4,Cu 324.75,0.075
NE Tubo 5,Cu 324.75,0.039
NE Tubo 6,Cu 324.75,0.364
NE Tubo 7,Cu 324.75,5.163
Puntual Noroeste,Cu 324.75,0.779
Barren Patios,Cu 324.75,0.653
Tubo 3,Cu 324.75,0.922
Especial 1,Cu 324.75,0.035
Especial 2,Cu 324.75,0.051
Especial 3,Cu 324.75,0.155
Especial 4,Cu 324.75,0.219
Especial 5,Cu 324.75,0.078
