Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.186
Comp. Cola Columna,Cu 324.75,0.911
Barren,Cu 324.75,1.060
Cabeza puntual retorno,Cu 324.75,0.836
Celda # 11-A,Cu 324.75,0.244
Celda # 11-B,Cu 324.75,0.221
Celda # 11-C,Cu 324.75,0.515
Celda # 6-F2,Cu 324.75,0.718
Celda #5-9,Cu 324.75,5.670
Celda #(F1+F2),Cu 324.75,0.744
NE Tubo 1,Cu 324.75,0.212
NE Tubo 2,Cu 324.75,0.235
NE Tubo 4,Cu 324.75,1.165
NE Tubo 5,Cu 324.75,0.275
NE Tubo 6,Cu 324.75,1.877
NE Tubo 7,Cu 324.75,1.046
Puntual Noroeste,Cu 324.75,0.818
Barren Patios,Cu 324.75,0.915
Tubo 3,Cu 324.75,0.375
Especial 1,Cu 324.75,1.080
Especial 2,Cu 324.75,3.910
Especial 3,Cu 324.75,0.265
Especial 4,Cu 324.75,0.239
Especial 5,Cu 324.75,2.371
