Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.906
Cabeza puntual retorno,Cu 324.75,0.781
Celda #(F1+F2),Cu 324.75,0.76
Puntual Noroeste,Cu 324.75,0.833
Tubo 3,Cu 324.75,0.522
NE Tubo 2,Cu 324.75,0.104
NE Tubo 4,Cu 324.75,3.021
Especial 1,Cu 324.75,0.488
Especial 2,Cu 324.75,0.69
Especial 3,Cu 324.75,0.092
Especial 4,Cu 324.75,0.108
Especial 5,Cu 324.75,0.476
Columna #1,Cu 324.75,0.76
Columna #2,Cu 324.75,0.773
Columna #3,Cu 324.75,0.791
Columna #4,Cu 324.75,0.801
Columna #5,Cu 324.75,0.785
Comp. Cola Columna,Cu 324.75,0.787
Barren,Cu 324.75,0.876
Barren Patios,Cu 324.75,0.796
NE Tubo 1,Cu 324.75,0.046
NE Tubo 5,Cu 324.75,1.189
NE Tubo 6,Cu 324.75,0.164
NE Tubo 7,Cu 324.75,0.056
Celda # 11-A,Cu 324.75,1.26
Celda # 11-B,Cu 324.75,0.12
Celda # 11-C,Cu 324.75,0.207
Celda #5-9,Cu 324.75,0.877
