Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.438
Cabeza puntual retorno,Ag 328.07,0.441
Celda #(F1+F2),Ag 328.07,0.43
Puntual Noroeste,Ag 328.07,0.055
Tubo 3,Ag 328.07,0.052
NE Tubo 2,Ag 328.07,0.101
NE Tubo 4,Ag 328.07,0.03
Especial 1,Ag 328.07,1.22
Especial 2,Ag 328.07,0.041
Especial 3,Ag 328.07,0.026
Especial 4,Ag 328.07,0.012
Especial 5,Ag 328.07,1.003
Columna #1,Ag 328.07,0.392
Columna #2,Ag 328.07,0.351
Columna #3,Ag 328.07,0.294
Columna #4,Ag 328.07,0.238
Columna #5,Ag 328.07,0.193
Comp. Cola Columna,Ag 328.07,0.2
Barren,Ag 328.07,0.213
Barren Patios,Ag 328.07,0.209
NE Tubo 1,Ag 328.07,1.29
NE Tubo 5,Ag 328.07,0.007
NE Tubo 6,Ag 328.07,0.022
NE Tubo 7,Ag 328.07,0.023
Celda # 11-A,Ag 328.07,0.014
Celda # 11-B,Ag 328.07,0.149
Celda # 11-C,Ag 328.07,0.016
Celda #5-9,Ag 328.07,0.129
