Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.094
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.050
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.024
Celda # 6-F2,Au 242.80,0.087
Celda #5-9,Au 242.80,0.051
Celda #(F1+F2),Au 242.80,0.091
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.063
NE Tubo 4,Au 242.80,0.058
NE Tubo 5,Au 242.80,0.026
NE Tubo 6,Au 242.80,0.023
NE Tubo 7,Au 242.80,0.059
Puntual Noroeste,Au 242.80,0.094
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.144
Especial 1,Au 242.80,0.126
Especial 2,Au 242.80,0.046
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.014
Especial 5,Au 242.80,0.046
