Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,11.86
Cabeza puntual retorno,Cu 324.75,12.11
Celda #(F1+F2),Cu 324.75,2.948
Puntual Noroeste,Cu 324.75,1.111
Tubo 3,Cu 324.75,0.683
Comp. Cola Columna,Cu 324.75,12.95
Barren,Cu 324.75,10.66
Celda # 11-A,Cu 324.75,8.516
Celda # 11-B,Cu 324.75,5.967
Celda # 11-C,Cu 324.75,3.919
Celda #5-9,Cu 324.75,0.100
NE Tubo 1,Cu 324.75,1.485
NE Tubo 2,Cu 324.75,1.087
NE Tubo 4,Cu 324.75,1.101
NE Tubo 5,Cu 324.75,2.701
NE Tubo 6,Cu 324.75,0.236
NE Tubo 7,Cu 324.75,0.441
Barren Patios,Cu 324.75,7.634
Especial 1,Cu 324.75,0.117
Especial 2,Cu 324.75,0.014
Especial 3,Cu 324.75,0.152
Especial 4,Cu 324.75,0.072
Especial 5,Cu 324.75,0.004
Columna #1,Cu 324.75,8.082
Columna #2,Cu 324.75,8.183
Columna #3,Cu 324.75,8.148
Columna #4,Cu 324.75,8.088
Columna #5,Cu 324.75,7.945
