Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.563
Comp. Cola Columna,Cu 324.75,0.564
Barren,Cu 324.75,0.528
Cabeza puntual retorno,Cu 324.75,0.542
Celda # 11-A,Cu 324.75,0.107
Celda # 11-B,Cu 324.75,0.058
Celda # 11-C,Cu 324.75,0.290
Celda #5-9,Cu 324.75,5.004
Celda #(F1+F2),Cu 324.75,0.407
NE Tubo 1,Cu 324.75,0.033
NE Tubo 2,Cu 324.75,0.182
NE Tubo 4,Cu 324.75,0.673
NE Tubo 5,Cu 324.75,0.286
NE Tubo 6,Cu 324.75,0.175
NE Tubo 7,Cu 324.75,0.405
Puntual Noroeste,Cu 324.75,0.315
Barren Patios,Cu 324.75,0.493
Tubo 3,Cu 324.75,0.093
Especial 1,Cu 324.75,0.513
Especial 2,Cu 324.75,0.164
Especial 3,Cu 324.75,0.084
Especial 4,Cu 324.75,0.104
Especial 5,Cu 324.75,0.648
Especial 6,Cu 324.75,0.045
