Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.469
Comp. Cola Columna,Cu 324.75,1.46
Barren,Cu 324.75,1.4
Cabeza puntual retorno,Cu 324.75,1.462
Celda # 11-A,Cu 324.75,0.931
Celda # 11-B,Cu 324.75,0.944
Celda # 11-C,Cu 324.75,0.381
Celda # 6-F2,Cu 324.75,0.161
Celda #5-9,Cu 324.75,3.159
Celda #(F1+F2),Cu 324.75,1.488
NE Tubo 1,Cu 324.75,0.082
NE Tubo 2,Cu 324.75,0.275
NE Tubo 4,Cu 324.75,0.408
NE Tubo 5,Cu 324.75,0.448
NE Tubo 6,Cu 324.75,1.009
NE Tubo 7,Cu 324.75,3.686
Puntual Noroeste,Cu 324.75,1.459
Barren Patios,Cu 324.75,1.243
Tubo 3,Cu 324.75,0.653
Especial 1,Cu 324.75,1.006
Especial 2,Cu 324.75,0.288
Especial 3,Cu 324.75,0.101
Especial 4,Cu 324.75,0.151
Especial 5,Cu 324.75,0.14
Especial 6,Cu 324.75,0.091
