Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.977
Comp. Cola Columna,Cu 324.75,2.88
Barren,Cu 324.75,3.023
Cabeza puntual retorno,Cu 324.75,2.922
Celda # 11-A,Cu 324.75,0.769
Celda # 11-B,Cu 324.75,0.02
Celda # 11-C,Cu 324.75,4.452
Celda # 6-F2,Cu 324.75,0.03
Celda #5-9,Cu 324.75,1.826
Celda #(F1+F2),Cu 324.75,3.317
NE Tubo 1,Cu 324.75,0.035
NE Tubo 2,Cu 324.75,0.1
NE Tubo 4,Cu 324.75,1.977
NE Tubo 5,Cu 324.75,14.97
NE Tubo 6,Cu 324.75,6.411
NE Tubo 7,Cu 324.75,4.737
Barren Patios,Cu 324.75,2.736
Tubo 3,Cu 324.75,2.468
Especial 1,Cu 324.75,0.142
Especial 2,Cu 324.75,0.029
Especial 3,Cu 324.75,0.889
Especial 4,Cu 324.75,2.499
Especial 5,Cu 324.75,0.095
Especial 6,Cu 324.75,0.019
