Sample ID,Analyte Name,Reported Conc (Samp)
SA-206-24,Fe,0.131
SA-207-24,Fe,0.118
SA-208-24,Fe,0.13
SA-209-24,Fe,0.146
SA-206-24,Cu ,30.86
SA-207-24,Cu ,30.72
SA-208-24,Cu ,30.32
SA-209-24,Cu ,31.55
SA-206-24,Cd,0.075
SA-207-24,Cd,0.069
SA-208-24,Cd,0.079
SA-209-24,Cd,0.066
SA-206-24,Pb,0.038
SA-207-24,Pb,0.021
SA-208-24,Pb,0.018
SA-209-24,Pb,0.03
