Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.228
Cabeza puntual retorno,Cu 324.75,1.313
Celda #(F1+F2),Cu 324.75,1.487
Puntual Noroeste,Cu 324.75,0.210
Tubo 3,Cu 324.75,0.021
Comp. Cola Columna,Cu 324.75,0.724
Barren,Cu 324.75,0.722
Celda # 11-A,Cu 324.75,0.087
Celda # 11-B,Cu 324.75,1.360
Celda # 11-C,Cu 324.75,0.099
Celda # 6-F2,Cu 324.75,5.952
Celda #5-9,Cu 324.75,0.082
NE Tubo 1,Cu 324.75,29.68
NE Tubo 2,Cu 324.75,0.336
NE Tubo 4,Cu 324.75,0.023
NE Tubo 5,Cu 324.75,0.015
NE Tubo 6,Cu 324.75,0.016
NE Tubo 7,Cu 324.75,0.007
Barren Patios,Cu 324.75,0.601
Especial 1,Cu 324.75,0.041
Especial 2,Cu 324.75,0.024
Especial 3,Cu 324.75,0.098
Especial 4,Cu 324.75,0.065
Especial 5,Cu 324.75,0.053
