Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.869
Comp. Cola Columna,Cu 324.75,0.831
Barren,Cu 324.75,0.923
Cabeza puntual retorno,Cu 324.75,0.845
Celda # 11-A,Cu 324.75,0.365
Celda # 11-B,Cu 324.75,0.089
Celda # 11-C,Cu 324.75,0.084
Celda # 6-F2,Cu 324.75,0.057
Celda #5-9,Cu 324.75,0.886
Celda #(F1+F2),Cu 324.75,0.842
NE Tubo 1,Cu 324.75,0.062
NE Tubo 2,Cu 324.75,0.243
NE Tubo 4,Cu 324.75,0.144
NE Tubo 5,Cu 324.75,0.071
NE Tubo 6,Cu 324.75,0.103
NE Tubo 7,Cu 324.75,7.545
Puntual Noroeste,Cu 324.75,0.911
BARREN PATIOS,Cu 324.75,0.727
Tubo 3,Cu 324.75,0.711
Especial 1,Cu 324.75,0.305
Especial 2,Cu 324.75,0.1
Especial 3,Cu 324.75,0.2
Especial 4,Cu 324.75,0.267
Especial 5,Cu 324.75,0.148
Especial 6,Cu 324.75,0.088
