Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.176
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.02
Cabeza puntual retorno,Au 242.80,0.174
Celda # 11-A,Au 242.80,0.091
Celda # 11-B,Au 242.80,0.071
Celda # 11-C,Au 242.80,0.021
Celda # 6-F2,Au 242.80,0.074
Celda #5-9,Au 242.80,0.058
Celda #(F1+F2),Au 242.80,0.179
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.126
NE Tubo 4,Au 242.80,0.279
NE Tubo 5,Au 242.80,0.352
NE Tubo 6,Au 242.80,0.237
NE Tubo 7,Au 242.80,0.132
Puntual Noroeste,Au 242.80,0.18
Barren Patios,Au 242.80,0.028
Tubo 3,Au 242.80,0.101
Especial 1,Au 242.80,0.056
Especial 2,Au 242.80,0.063
Especial 3,Au 242.80,0.04
Especial 4,Au 242.80,0.035
Especial 5,Au 242.80,0.062
Especial 6,Au 242.80,0.016
