Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.392
Columna #2,Cu 324.75,0.359
Columna #3,Cu 324.75,0.354
Columna #4,Cu 324.75,0.307
Columna #5,Cu 324.75,0.283
Comp. Cabeza Columna,Cu 324.75,0.424
Comp. Cola Columna,Cu 324.75,0.598
Barren,Cu 324.75,0.646
Cabeza puntual retorno,Cu 324.75,0.415
Celda # 11-A,Cu 324.75,0.030
Celda # 11-B,Cu 324.75,0.207
Celda # 11-C,Cu 324.75,0.032
Celda #5-9,Cu 324.75,0.024
Celda #(F1+F2),Cu 324.75,0.490
NE Tubo 1,Cu 324.75,0.024
NE Tubo 2,Cu 324.75,0.108
NE Tubo 4,Cu 324.75,0.212
NE Tubo 5,Cu 324.75,0.064
NE Tubo 6,Cu 324.75,0.064
Especial 7,Cu 324.75,0.196
Puntual Noroeste,Cu 324.75,0.483
Barren Patios,Cu 324.75,0.514
Tubo 3,Cu 324.75,1.003
Especial 1,Cu 324.75,0.033
Especial 2,Cu 324.75,0.014
Especial 3,Cu 324.75,0.068
Especial 4,Cu 324.75,0.067
Especial 5,Cu 324.75,0.062
