Sample ID,Analyte Name,Reported Conc (Samp)
ESCORIA EC-DIC,Fe,52.57
ESCORIA EC-DIC,Zn,1.175
ESCORIA EC-DIC,Cu,1.293
ESCORIA EC-DIC,Cd,0.045
ESCORIA EC-DIC,Pb,0.436
