Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.133
Columna #2,Au 242.80,0.097
Columna #3,Au 242.80,0.06
Columna #4,Au 242.80,0.033
Columna #5,Au 242.80,0.017
Comp. Cabeza Columna,Au 242.80,0.187
Cabeza puntual retorno,Au 242.80,0.187
Celda # 11-A,Au 242.80,0.09
Celda # 11-B,Au 242.80,0.076
Celda # 11-C,Au 242.80,0.034
Celda #5-9,Au 242.80,0.062
Celda #(F1+F2),Au 242.80,0.201
NE Tubo 2,Au 242.80,0.145
NE Tubo 4,Au 242.80,0.303
NE Tubo 5,Au 242.80,0.388
NE Tubo 6,Au 242.80,0.277
NE Tubo 7,Au 242.80,0.18
Puntual Noroeste,Au 242.80,0.206
Tubo 3,Au 242.80,0.102
Especial 1,Au 242.80,0.06
Especial 2,Au 242.80,0.063
Especial 4,Au 242.80,0.042
Especial 3,Au 242.80,0.045
Especial 5,Au 242.80,0.052
Comp. Cola Columna,Au 242.80,0.012
NE Tubo 1,Au 242.80,0.001
Barren,Au 242.80,0.012
Barren Patios,Au 242.80,0.013
