Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.816
Cabeza puntual retorno,Cu 324.75,0.742
Celda #(F1+F2),Cu 324.75,0.687
Puntual Noroeste,Cu 324.75,0.623
Tubo 3,Cu 324.75,0.687
Comp. Cola Columna,Cu 324.75,0.954
Barren,Cu 324.75,0.706
Celda # 11-A,Cu 324.75,0.173
Celda # 11-B,Cu 324.75,0.308
Celda # 11-C,Cu 324.75,0.188
Celda #5-9,Cu 324.75,2.047
NE Tubo 1,Cu 324.75,0.161
NE Tubo 2,Cu 324.75,0.271
NE Tubo 4,Cu 324.75,0.149
NE Tubo 5,Cu 324.75,0.101
NE Tubo 6,Cu 324.75,0.105
NE Tubo 7,Cu 324.75,3.169
Barren Patios,Cu 324.75,0.690
Especial 1,Cu 324.75,1.289
Especial 2,Cu 324.75,2.820
Especial 3,Cu 324.75,0.166
Especial 4,Cu 324.75,0.128
Especial 5,Cu 324.75,0.381
Columna #1,Cu 324.75,0.670
Columna #2,Cu 324.75,0.673
Columna #3,Cu 324.75,0.702
Columna #4,Cu 324.75,0.700
Columna #5,Cu 324.75,0.681
