Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Cu 324.75,0.039
Comp. Cabeza Columna,Cu 324.75,0.705
Comp. Cola Columna,Cu 324.75,0.607
Barren,Cu 324.75,0.619
Cabeza puntual retorno,Cu 324.75,0.707
Celda # 11-A,Cu 324.75,0.113
Celda # 11-B,Cu 324.75,0.061
Celda # 11-C,Cu 324.75,0.388
Celda # 6-F2,Cu 324.75,1.06
Celda #5-9,Cu 324.75,6.194
Celda #(F1+F2),Cu 324.75,0.482
NE Tubo 1,Cu 324.75,0.029
NE Tubo 2,Cu 324.75,0.234
NE Tubo 4,Cu 324.75,0.905
NE Tubo 5,Cu 324.75,0.413
NE Tubo 6,Cu 324.75,0.209
NE Tubo 7,Cu 324.75,0.656
Puntual Noroeste,Cu 324.75,0.431
Barren Patios,Cu 324.75,0.593
Tubo 3,Cu 324.75,0.106
Especial 1,Cu 324.75,0.584
Especial 2,Cu 324.75,0.32
Especial 3,Cu 324.75,0.081
Especial 4,Cu 324.75,0.11
Especial 5,Cu 324.75,0.65
