Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.738
Comp. Cola Columna,Cu 324.75,1.845
Barren,Cu 324.75,1.747
Cabeza puntual retorno,Cu 324.75,1.681
Celda # 11-A,Cu 324.75,0.648
Celda # 11-B,Cu 324.75,0.097
Celda # 11-C,Cu 324.75,0.044
Celda # 6-F2,Cu 324.75,0.113
Celda #5-9,Cu 324.75,2.233
Celda #(F1+F2),Cu 324.75,1.972
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.082
NE Tubo 4,Cu 324.75,0.011
NE Tubo 5,Cu 324.75,1.500
NE Tubo 6,Cu 324.75,5.164
NE Tubo 7,Cu 324.75,3.613
Puntual Noroeste,Cu 324.75,2.091
Barren Patios,Cu 324.75,1.795
Tubo 3,Cu 324.75,3.241
Especial 1,Cu 324.75,1.144
Especial 2,Cu 324.75,0.109
Especial 3,Cu 324.75,0.036
Especial 4,Cu 324.75,0.222
Especial 5,Cu 324.75,0.364
