Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.447
Comp. Cola Columna,Cu 324.75,1.289
Barren,Cu 324.75,1.132
Cabeza puntual retorno,Cu 324.75,1.377
Celda # 11-A,Cu 324.75,0.809
Celda # 11-B,Cu 324.75,0.662
Celda # 11-C,Cu 324.75,0.747
Celda # 6-F2,Cu 324.75,0.601
Celda #5-9,Cu 324.75,2.263
Celda #(F1+F2),Cu 324.75,1.159
NE Tubo 1,Cu 324.75,0.124
NE Tubo 2,Cu 324.75,0.145
NE Tubo 4,Cu 324.75,0.453
NE Tubo 5,Cu 324.75,0.363
NE Tubo 6,Cu 324.75,0.895
NE Tubo 7,Cu 324.75,4.713
Puntual Noroeste,Cu 324.75,1.286
Barren Patios,Cu 324.75,1.352
Tubo 3,Cu 324.75,0.732
Especial 1,Cu 324.75,0.521
Especial 2,Cu 324.75,0.028
Especial 3,Cu 324.75,0.026
Especial 4,Cu 324.75,0.046
Especial 5,Cu 324.75,0.038
Especial 6,Cu 324.75,0.023
