Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.142
Comp. Cola Columna,Au 242.80,0.026
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.145
Columna #1,Au 242.80,0.116
Columna #2,Au 242.80,0.093
Columna #3,Au 242.80,0.062
Columna #4,Au 242.80,0.046
Columna #5,Au 242.80,0.020
Celda # 11-A,Au 242.80,0.037
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.004
Celda #5-9,Au 242.80,0.079
Celda #(F1+F2),Au 242.80,0.158
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.077
NE Tubo 4,Au 242.80,0.115
NE Tubo 5,Au 242.80,0.226
NE Tubo 6,Au 242.80,0.089
NE Tubo 7,Au 242.80,0.241
Puntual Noroeste,Au 242.80,0.159
Barren Patios,Au 242.80,0.028
Tubo 3,Au 242.80,0.160
Especial 1,Au 242.80,0.038
Especial 2,Au 242.80,0.060
Especial 3,Au 242.80,0.043
Especial 4,Au 242.80,0.066
Especial 5,Au 242.80,0.067
