Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.017
Comp. Cola Columna,Cu 324.75,0.908
Barren,Cu 324.75,0.75
Cabeza puntual retorno,Cu 324.75,1.027
Columna #1,Cu 324.75,1.196
Columna #2,Cu 324.75,1.111
Columna #3,Cu 324.75,1.052
Columna #4,Cu 324.75,0.991
Columna #5,Cu 324.75,0.92
Celda # 11-A,Cu 324.75,0.396
Celda # 11-B,Cu 324.75,0.409
Celda # 11-C,Cu 324.75,23.18
Celda #5-9,Cu 324.75,2.358
Celda #(F1+F2),Cu 324.75,0.72
NE Tubo 1,Cu 324.75,0.03
NE Tubo 2,Cu 324.75,0.268
NE Tubo 4,Cu 324.75,0.192
NE Tubo 5,Cu 324.75,0.079
NE Tubo 6,Cu 324.75,0.69
NE Tubo 7,Cu 324.75,0.408
Puntual Noroeste,Cu 324.75,0.661
Barren Patios,Cu 324.75,0.837
Tubo 3,Cu 324.75,1.019
Especial 1,Cu 324.75,4.16
Especial 2,Cu 324.75,0.105
Especial 3,Cu 324.75,0.1
Especial 4,Cu 324.75,0.104
Especial 5,Cu 324.75,0.168
