"Analista",""
"Fecha de inicio","04:51 p. m. 11/07/2022"
"Hoja de trabajo","Ec000049_3"
"Comentario",""
"Métodos","Au"

"Método: Au EFAA30 (Llama)"

"Au","PATRON",0.5062,"","mg/L",0.7,0.0132,-0.0008,0.0133,0.0132,0.0132
"Au","BLANCO",-0.0102,"","mg/L",">100",-0.0003,-0.0005,-0.0004,-0.0004,0.0001
"Au","BLANCO REACTIVO",0.0000,"","mg/L",20.5,0.0004,-0.0003,0.0003,0.0005,0.0004
"Au","EC000049-001",0.1247,"","mg/L",1.1,0.0140,-0.0006,0.0139,0.0142,0.0139
"Au","EC000049-002",-0.0010,"","mg/L",">100",-0.0001,-0.0003,-0.0001,-0.0006,0.0004
"Au","EC000049-003",0.0753,"","mg/L",2.3,0.0084,-0.0003,0.0086,0.0084,0.0083
"Au","EC000049-004",0.0743,"","mg/L",3.1,0.0083,-0.0004,0.0085,0.0085,0.0080
"Au","EC000049-005",0.0735,"","mg/L",2.2,0.0082,-0.0002,0.0084,0.0082,0.0081
"Au","EC000049-006",0.0899,"","mg/L",1.9,0.0101,-0.0004,0.0103,0.0100,0.0099
"Au","EC000049-007",0.1452,"","mg/L",2.6,0.0163,-0.0003,0.0167,0.0162,0.0159
"Au","EC000049-008",0.1136,"","mg/L",2.0,0.0127,-0.0004,0.0130,0.0128,0.0125
"Au","EC000049-009",0.2466,"","mg/L",2.3,0.0277,-0.0002,0.0283,0.0278,0.0270
"Au","EC000049-010",0.1186,"","mg/L",3.0,0.0133,-0.0002,0.0130,0.0132,0.0138
"Au","PATRON",0.4897,"","mg/L",0.6,0.0128,-0.0004,0.0127,0.0128,0.0129
"Au","BLANCO",-0.0021,"","mg/L",">100",-0.0001,-0.0007,0.0000,-0.0003,0.0001
"Au","BLANCO REACTIVO",0.0000,"","mg/L",42.9,0.0003,-0.0003,0.0004,0.0002,0.0005
"Au","EC000049-011",0.1228,"","mg/L",0.9,0.0138,-0.0002,0.0138,0.0136,0.0139
"Au","EC000049-012",0.1955,"","mg/L",1.6,0.0219,-0.0005,0.0220,0.0223,0.0216
"Au","EC000049-013",0.1300,"","mg/L",1.1,0.0146,-0.0005,0.0146,0.0147,0.0144
"Au","EC000049-014",0.2554,"","mg/L",1.8,0.0287,-0.0003,0.0293,0.0285,0.0283
"Au","EC000049-015",0.2536,"","mg/L",1.0,0.0285,-0.0001,0.0287,0.0282,0.0285
"Au","EC000049-016",0.2291,"","mg/L",1.2,0.0257,-0.0002,0.0260,0.0259,0.0254
"Au","EC000049-017",0.1341,"","mg/L",0.6,0.0150,-0.0003,0.0151,0.0149,0.0151
"Au","EC000049-018",0.1840,"","mg/L",0.9,0.0207,-0.0002,0.0209,0.0205,0.0206
"Au","EC000049-019",0.2286,"","mg/L",2.8,0.0257,-0.0003,0.0264,0.0256,0.0250
"Au","EC000049-020",0.4240,"","mg/L",1.7,0.0477,-0.0002,0.0486,0.0472,0.0472
"Au","PATRON",0.5160,"","mg/L",0.2,0.0135,-0.0006,0.0135,0.0135,0.0135
"Au","BLANCO",0.0032,"","mg/L",">100",0.0001,-0.0006,-0.0001,0.0002,0.0001
"Au","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0002,-0.0001,0.0003,0.0005,-0.0002
"Au","EC000049-021",0.7939,"","mg/L",2.2,0.0893,0.0001,0.0910,0.0896,0.0871
"Au","EC000049-022",0.1457,"","mg/L",2.4,0.0164,-0.0001,0.0168,0.0161,0.0162
"Au","EC000049-023",0.1914,"","mg/L",1.0,0.0215,-0.0001,0.0215,0.0217,0.0213
"Au","EC000049-024",0.1524,"","mg/L",1.0,0.0171,-0.0001,0.0171,0.0173,0.0169
"Au","EC000049-025",0.1454,"","mg/L",0.4,0.0163,0.0000,0.0164,0.0162,0.0163
"Au","EC000049-026",0.3021,"","mg/L",0.9,0.0340,-0.0001,0.0338,0.0337,0.0343
"Au","EC000049-027",0.2856,"","mg/L",2.1,0.0321,-0.0002,0.0318,0.0316,0.0329
"Au","EC000049-028",0.2589,"","mg/L",0.6,0.0291,-0.0001,0.0292,0.0292,0.0289
"Au","EC000049-029",0.5449,"","mg/L",0.8,0.0613,-0.0001,0.0618,0.0613,0.0608
"Au","EC000049-030",0.4166,"","mg/L",1.4,0.0468,0.0000,0.0474,0.0470,0.0462
"Au","PATRON",0.5029,"","mg/L",1.1,0.0132,-0.0004,0.0133,0.0132,0.0130
"Au","BLANCO",0.0081,"","mg/L",">100",0.0002,-0.0003,-0.0001,0.0002,0.0005
"Au","BLANCO REACTIVO",0.0000,"","mg/L",44.1,0.0006,-0.0003,0.0009,0.0004,0.0005
"Au","EC000049-031",-0.0011,"","mg/L",40.5,-0.0001,-0.0006,-0.0001,-0.0001,-0.0001
"Au","EC000049-032",0.3259,"","mg/L",1.0,0.0366,-0.0005,0.0370,0.0366,0.0363
"Au","EC000049-033",0.3450,"","mg/L",1.4,0.0388,-0.0004,0.0394,0.0386,0.0383
"Au","EC000049-034",0.2821,"","mg/L",1.2,0.0317,-0.0003,0.0321,0.0316,0.0314
"Au","EC000049-035",0.2530,"","mg/L",1.4,0.0284,-0.0004,0.0286,0.0287,0.0280
"Au","EC000049-036",0.1539,"","mg/L",1.4,0.0173,-0.0005,0.0175,0.0173,0.0170
"Au","EC000049-037",0.1919,"","mg/L",2.5,0.0215,-0.0005,0.0217,0.0209,0.0220
"Au","EC000049-038",0.2832,"","mg/L",1.0,0.0318,-0.0004,0.0322,0.0317,0.0316
"Au","EC000049-039",0.3865,"","mg/L",2.1,0.0435,-0.0003,0.0444,0.0433,0.0426
"Au","EC000049-040",0.6777,"","mg/L",2.4,0.0762,-0.0002,0.0781,0.0761,0.0744
"Au","PATRON",0.5047,"","mg/L",3.2,0.0132,-0.0008,0.0130,0.0137,0.0130
