Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.8,0.162
Comp. Cola Columna,Au 242.8,0.009
Barren,Au 242.8,0.013
Cabeza puntual retorno,Au 242.8,0.168
Columna #1,Au 242.8,0.092
Columna #2,Au 242.8,0.055
Columna #3,Au 242.8,0.032
Columna #4,Au 242.8,0.013
Columna #5,Au 242.8,0.01
Celda # 11-A,Au 242.8,0.033
Celda # 11-B,Au 242.8,0.231
Celda # 11-C,Au 242.8,0.126
Celda #5-9,Au 242.8,0.021
Celda #(F1+F2),Au 242.8,0.165
NE Tubo 1,Au 242.8,0.169
NE Tubo 2,Au 242.8,0.103
NE Tubo 4,Au 242.8,0.215
NE Tubo 5,Au 242.8,0.205
NE Tubo 6,Au 242.8,0.09
NE Tubo 7,Au 242.8,0.147
Puntual Noroeste,Au 242.8,0.162
Barren Patios,Au 242.8,0.015
Tubo 3,Au 242.8,0.181
Especial 1,Au 242.8,0.045
Especial 2,Au 242.8,0.026
Especial 3,Au 242.8,0.02
Especial 4,Au 242.8,0.017
Especial 5,Au 242.8,0.022
